Student_ID,Sub1,Sub2,Sub3,Sub4
SS31003,68,90,88,62
SS31004,46,57,84,70
SS31005,68,78,89,79
SS31006,65,77,70,80
SS31007,71,83,45,72
SS31008,53,91,89,80
SS31009,77,54,94,53
SS31010,46,88,46,92
SS31011,45,49,58,66
SS31012,49,75,48,71
SS31013,83,79,79,63
SS31014,47,86,73,54
SS31015,54,89,94,69
SS31016,83,49,61,82
SS31017,63,57,67,47
SS31018,93,77,91,84
SS31019,53,79,62,62
SS31020,85,56,90,46
SS31021,74,86,52,87
SS31022,64,47,82,65
SS31023,53,65,67,83
SS31024,83,63,78,45
SS31025,61,72,70,91
SS31026,53,51,55,61
SS31027,73,66,76,74
SS31028,92,62,93,74
SS31029,51,46,54,72
SS31030,81,62,61,64
SS31031,93,55,48,82
SS31032,75,89,46,85
SS31033,71,89,81,66
SS31034,70,59,59,88
SS31035,64,51,75,83
SS31036,83,80,67,64
SS31037,81,64,57,86
SS31038,53,47,94,90
SS31039,47,54,61,80
SS31040,89,57,76,90
SS31041,81,91,74,64
SS31042,81,78,83,48
SS31043,89,67,71,55
SS31044,79,82,62,52
SS31045,69,72,76,48
SS31046,56,76,89,62
SS31047,83,70,71,92
SS31048,90,53,72,78
SS31049,76,70,71,67
SS31050,55,90,86,52
SS31051,78,49,63,54
SS31052,90,94,48,92
SS31053,85,53,94,87
SS31054,79,50,78,76
SS31055,90,75,83,61
SS31056,55,56,80,82
SS31057,91,76,47,75
SS31058,64,48,65,68
SS31059,79,80,88,52
SS31060,65,66,54,75
SS31061,46,83,68,93
SS31062,74,47,62,84
SS31063,49,75,50,75
SS31064,67,53,84,70
SS31065,87,60,64,63
SS31066,76,67,84,93
SS31067,66,75,67,45
SS31068,64,57,52,51
SS31069,81,58,81,87
SS31070,90,61,77,88
SS31071,80,47,71,94
SS31072,92,70,60,82
SS31073,68,93,63,75
SS31074,68,56,84,77
SS31075,85,85,68,57
SS31076,77,85,48,68
SS31077,57,69,48,93
SS31078,63,90,83,64
SS31079,94,88,75,67
SS31080,86,66,83,94
SS31081,88,65,63,53
SS31082,66,84,82,88
SS31083,85,80,52,75
SS31084,92,93,50,60
SS31085,72,69,68,47
SS31086,66,77,46,59
SS31087,57,49,51,92
SS31088,54,51,86,65
SS31089,92,94,78,51
SS31090,87,91,56,63
SS31091,85,50,47,60
SS31092,50,55,47,55
SS31093,63,92,84,65
SS31094,54,70,57,63
SS31095,75,73,78,72
SS31096,91,56,50,64
SS31097,74,62,78,88
SS31098,75,74,88,47
SS31099,50,90,89,59
SS31100,55,87,94,80
SS31101,59,57,48,72
SS31102,48,89,79,73
SS31103,74,92,61,53
SS31104,61,88,68,53
SS31105,47,84,67,77
SS31106,72,47,89,54
SS31107,59,71,68,90
SS31108,72,80,57,71
SS31109,58,76,53,83
SS31110,62,49,85,67
SS31111,72,71,93,59
SS31112,56,60,69,46
SS31113,67,64,84,59
SS31114,86,49,55,65
SS31115,54,64,63,45
SS31116,46,80,45,48
SS31117,91,62,69,80
SS31118,84,81,72,89
SS31119,76,72,65,81
SS31120,80,75,55,45
SS31121,53,47,89,48
SS31122,89,54,51,76
SS31123,78,84,50,63
SS31124,94,63,61,71
SS31125,50,62,70,86
SS31126,53,49,63,86
SS31127,86,73,82,89
SS31128,48,77,58,49
SS31129,79,60,46,91
SS31130,68,68,54,86
SS31131,76,85,48,85
SS31132,85,52,62,72
SS31133,93,69,45,62
SS31134,61,64,70,72
SS31135,65,65,82,67
SS31136,60,49,57,61
SS31137,67,90,45,82
SS31138,80,90,63,72
SS31139,80,57,80,77
SS31140,92,56,89,60
SS31141,71,93,80,55
SS31142,51,65,68,82
SS31143,77,53,80,80
SS31144,83,73,81,74
SS31145,56,84,62,53
SS31146,89,57,45,93
SS31147,88,85,75,54
SS31148,89,46,45,56
SS31149,63,67,70,86
SS31150,56,66,50,71
SS31151,77,56,64,46
SS31152,80,47,63,69
SS31153,77,60,55,51
SS31154,82,60,45,71
SS31155,70,92,47,66
SS31156,61,76,85,78
SS31157,83,64,64,92
SS31158,85,88,56,94
SS31159,86,46,51,46
SS31160,70,94,88,87
SS31161,69,61,85,66
SS31162,67,48,55,55
SS31163,48,50,46,49
SS31164,85,83,90,86
SS31165,86,93,84,93
SS31166,76,58,80,48
SS31167,48,68,84,76
SS31168,91,93,45,92
SS31169,48,74,81,75
SS31170,54,58,92,76
SS31171,55,52,56,93
SS31172,51,63,56,93
SS31173,47,60,55,52
SS31174,84,81,90,85
SS31175,47,83,72,82
SS31176,63,83,79,54
SS31177,84,48,53,46
SS31178,69,77,57,59
SS31179,89,62,48,86
SS31180,82,70,89,54
SS31181,74,67,93,87
SS31182,67,78,79,54
SS31183,84,66,71,81
SS31184,77,48,47,94
SS31185,72,62,70,55
SS31186,76,49,53,89
SS31187,51,61,92,65
SS31188,80,55,81,56
SS31189,46,53,80,80
SS31190,50,70,79,51
SS31191,79,71,76,65
SS31192,89,66,86,92
SS31193,86,81,53,78
SS31194,59,50,55,94
SS31195,47,73,70,77
SS31196,84,91,53,90
SS31197,70,55,86,64
SS31198,59,92,94,66
SS31199,74,66,62,74
SS31200,66,92,65,88
SS31201,71,91,47,67
SS31202,87,81,87,63
SS31203,81,68,51,76
SS31204,53,48,50,67
SS31205,73,83,50,55
SS31206,84,75,54,88
SS31207,71,85,65,57
SS31208,89,90,90,86
SS31209,79,75,93,81
SS31210,47,61,68,72
SS31211,87,57,60,58
SS31212,66,53,73,71
SS31213,82,81,57,85
SS31214,80,61,75,57
SS31215,60,67,47,87
SS31216,48,65,63,79
SS31217,45,90,74,85
SS31218,52,63,73,94
SS31219,93,90,73,72
SS31220,49,79,60,92
SS31221,65,50,81,85
SS31222,46,69,50,75
SS31223,45,53,91,72
SS31224,82,74,60,70
SS31225,81,86,55,59
SS31226,72,86,74,50
SS31227,64,56,90,91
SS31228,81,56,52,53
SS31229,75,58,79,93
SS31230,63,90,75,82
SS31231,47,90,76,90
SS31232,49,46,73,83
SS31233,85,54,51,75
SS31234,76,84,49,83
SS31235,66,65,51,52
SS31236,62,46,89,56
SS31237,64,52,65,63
SS31238,61,72,75,73
SS31239,67,45,54,94
SS31240,94,67,66,79
SS31241,57,65,62,84
SS31242,52,78,47,83
SS31243,87,92,61,72
SS31244,87,72,85,79
SS31245,93,75,79,70
SS31246,63,78,92,55
SS31247,69,85,64,61
SS31248,69,87,45,74
SS31249,68,61,50,69
SS31250,84,88,56,93
SS31251,85,86,84,85
SS31252,65,94,81,77
SS31253,60,69,63,72
SS31254,56,69,88,78
SS31255,78,65,65,65
SS31256,64,71,63,61
SS31257,47,87,68,69
SS31258,57,86,62,91
SS31259,60,86,67,64
SS31260,62,91,54,46
SS31261,49,48,62,90
SS31262,68,59,90,81
SS31263,45,51,64,91
SS31264,61,86,68,59
SS31265,75,57,80,52
SS31266,56,92,54,70
SS31267,60,48,59,67
SS31268,79,94,61,72
SS31269,70,93,61,49
SS31270,55,74,61,46
SS31271,80,47,84,62
SS31272,56,66,63,60
SS31273,67,59,66,75
SS31274,55,74,87,50
SS31275,82,82,93,80
SS31276,74,87,65,59
SS31277,88,80,94,56
SS31278,78,90,57,84
SS31279,47,73,79,49
SS31280,83,68,94,82
SS31281,45,58,82,85
SS31282,80,64,48,65
SS31283,60,72,75,87
SS31284,58,82,53,67
SS31285,54,68,94,47
SS31286,89,52,52,73
SS31287,88,93,64,52
SS31288,55,52,66,58
SS31289,74,57,74,60
SS31290,80,65,94,90
SS31291,74,78,79,46
SS31292,47,49,59,48
SS31293,60,87,76,91
SS31294,70,75,48,91
SS31295,48,66,91,82
SS31296,93,49,84,57
SS31297,90,71,65,88
SS31298,50,89,91,70
SS31299,93,90,49,90
SS31300,85,48,87,72
SS31301,48,64,70,65
SS31302,80,51,60,94
SS31303,88,81,70,90
SS31304,67,93,80,93
SS31305,45,53,77,48
SS31306,71,85,55,82
SS31307,66,75,64,61
SS31308,85,68,64,62
SS31309,78,74,83,62
SS31310,83,48,65,55
SS31311,89,46,84,64
SS31312,62,59,61,79
SS31313,54,77,69,61
SS31314,91,52,85,48
SS31315,50,63,60,49
SS31316,85,82,53,56
SS31317,53,62,80,68
SS31318,81,89,92,88
SS31319,63,50,67,86
SS31320,52,81,57,77
SS31321,65,53,58,60
SS31322,83,88,66,68
SS31323,56,70,50,92
SS31324,85,59,67,79
SS31325,87,92,90,52
SS31326,93,80,60,47
SS31327,79,47,87,88
SS31328,83,54,81,58
SS31329,83,91,59,67
SS31330,76,49,70,87
SS31331,89,55,77,74
SS31332,93,67,47,93
SS31333,87,76,50,72
SS31334,89,93,64,55
SS31335,71,61,68,71
SS31336,63,94,60,53
SS31337,89,86,82,54
SS31338,72,70,46,88
SS31339,78,66,92,58
SS31340,65,78,77,48
SS31341,59,79,65,70
SS31342,49,52,92,75
SS31343,49,75,55,61
SS31344,45,85,58,94
SS31345,90,79,60,46
SS31346,72,70,55,92
SS31347,45,45,81,46
SS31348,46,85,61,58
SS31349,82,90,79,80
SS31350,68,54,60,45
SS31351,45,94,55,79
SS31352,67,82,49,92
SS31353,57,52,66,71
SS31354,50,66,64,48
SS31355,52,87,56,57
SS31356,73,70,62,87
SS31357,47,89,51,59
SS31358,58,48,49,77
SS31359,58,53,68,82
SS31360,58,49,63,67
SS31361,73,53,69,94
SS31362,72,69,88,48
SS31363,75,90,58,76
SS31364,71,61,66,90
SS31365,57,70,68,74
SS31366,94,75,79,60
SS31367,94,52,68,76
SS31368,69,46,51,76
SS31369,86,72,55,55
SS31370,62,48,54,85
SS31371,86,56,60,79
SS31372,68,74,78,75
SS31373,82,63,56,89
SS31374,81,67,68,92
SS31375,93,49,75,80
SS31376,86,55,71,62
SS31377,82,70,47,82
SS31378,62,88,71,77
SS31379,70,77,46,89
SS31380,55,81,47,57
SS31381,83,54,88,58
SS31382,63,92,87,57
SS31383,70,69,54,64
SS31384,75,91,46,86
SS31385,64,48,79,70
SS31386,90,45,90,74
SS31387,60,69,79,58
SS31388,78,52,62,93
SS31389,64,73,93,50
SS31390,69,56,82,48
SS31391,69,55,53,83
SS31392,87,69,93,70
SS31393,52,63,59,76
SS31394,76,77,60,66
SS31395,67,78,53,93
SS31396,61,94,66,90
SS31397,64,59,87,67
SS31398,58,84,58,77
SS31399,49,66,46,75
SS31400,52,75,87,61
SS31401,66,67,78,89
SS31402,67,59,60,78
SS31403,59,92,81,67
SS31404,84,70,77,58
SS31405,45,65,78,80
SS31406,66,56,58,92
SS31407,79,90,61,47
SS31408,60,71,91,74
SS31409,63,77,71,53
SS31410,77,79,62,87
SS31411,69,46,71,64
SS31412,73,79,85,66
SS31413,78,67,85,61
SS31414,48,55,70,75
SS31415,67,55,94,84
SS31416,79,78,82,65
SS31417,79,72,45,84
SS31418,80,70,49,94
SS31419,94,54,81,93
SS31420,77,65,72,60
SS31421,66,82,64,46
SS31422,54,74,61,71
SS31423,89,60,57,67
SS31424,45,50,86,48
SS31425,75,83,63,72
SS31426,80,91,63,84
SS31427,64,56,71,65
SS31428,83,60,73,61
SS31429,67,82,65,51
SS31430,86,60,93,73
SS31431,68,60,80,77
SS31432,94,73,72,85
SS31433,50,78,89,91
SS31434,79,75,71,93
SS31435,75,55,76,68
SS31436,89,56,84,89
SS31437,81,74,47,50
SS31438,66,70,62,64
SS31439,88,89,60,93
SS31440,86,52,54,54
SS31441,53,49,90,84
SS31442,59,49,65,55
SS31443,56,93,87,90
SS31444,62,79,63,51
SS31445,46,61,90,50
SS31446,84,48,74,61
SS31447,72,71,82,78
SS31448,83,66,60,76
SS31449,86,55,77,69
SS31450,73,61,55,51
SS31451,61,79,91,69
SS31452,58,91,62,65
SS31453,84,91,57,50
SS31454,79,64,73,69
SS31455,79,54,84,87
SS31456,92,67,52,49
SS31457,46,89,60,53
SS31458,85,45,88,61
SS31459,47,89,83,83
SS31460,78,65,47,85
SS31461,61,70,75,56
SS31462,94,50,73,84
SS31463,86,63,76,80
SS31464,68,83,86,88
SS31465,79,49,80,86
SS31466,79,81,83,79
SS31467,65,69,68,77
SS31468,52,90,85,64
SS31469,74,73,61,50
SS31470,89,59,74,77
SS31471,74,50,53,79
SS31472,63,75,47,88
SS31473,65,66,62,60
SS31474,49,60,91,62
SS31475,76,46,60,85
SS31476,89,65,71,60
SS31477,60,61,83,69
SS31478,71,88,92,64
SS31479,52,57,84,92
SS31480,80,81,61,47
SS31481,87,75,63,55
SS31482,67,93,90,90
SS31483,49,48,52,55
SS31484,86,74,47,89
SS31485,71,59,62,55
SS31486,63,90,62,65
SS31487,86,49,45,61
SS31488,63,75,61,84
SS31489,73,79,59,74
SS31490,74,81,58,89
SS31491,55,65,45,61
SS31492,84,70,68,55
SS31493,71,76,76,77
SS31494,79,73,53,57
SS31495,76,46,58,83
SS31496,86,51,93,62
SS31497,90,51,66,88
SS31498,53,67,50,68
SS31499,55,68,83,87
SS31500,51,91,86,85
SS31501,76,50,55,94
SS31502,64,85,54,69
SS31503,71,48,71,89
SS31504,61,75,76,73
SS31505,60,54,87,52
SS31506,57,82,48,51
SS31507,78,63,72,45
SS31508,55,54,90,77
SS31509,85,71,89,87
SS31510,86,77,75,62
SS31511,48,56,69,47
SS31512,51,50,66,86
SS31513,93,50,87,54
SS31514,86,49,88,76
SS31515,84,48,80,84
SS31516,76,76,85,64
SS31517,78,92,77,63
SS31518,65,47,52,75
SS31519,64,52,77,65
SS31520,68,65,61,76
SS31521,88,57,54,59
SS31522,49,47,62,62
SS31523,60,93,89,75
SS31524,60,53,82,72
SS31525,57,66,57,73
SS31526,55,45,88,93
SS31527,45,72,71,62
SS31528,51,78,72,57
SS31529,66,91,59,60
SS31530,86,86,69,54
SS31531,71,81,72,52
SS31532,60,57,62,59
SS31533,48,63,69,83
SS31534,79,57,64,45
SS31535,71,51,81,80
SS31536,87,54,93,73
SS31537,72,76,64,63
SS31538,62,46,77,61
SS31539,55,48,67,87
SS31540,74,64,50,80
SS31541,94,68,70,58
SS31542,69,82,63,67
SS31543,71,60,74,70
SS31544,75,71,88,91
SS31545,74,52,65,78
SS31546,75,76,69,75
SS31547,91,94,87,77
SS31548,84,47,85,92
SS31549,94,72,78,72
SS31550,79,94,92,61
SS31551,50,87,84,92
SS31552,64,85,66,73
SS31553,75,68,81,50
SS31554,75,63,94,58
SS31555,61,75,75,59
SS31556,78,78,69,69
SS31557,83,70,82,79
SS31558,54,73,70,57
SS31559,87,45,45,55
SS31560,77,51,55,50
SS31561,93,74,63,47
SS31562,59,63,72,75
SS31563,69,71,80,67
SS31564,93,84,75,73
SS31565,47,74,76,45
SS31566,86,72,65,45
SS31567,54,51,72,52
SS31568,51,63,88,91
SS31569,45,74,62,76
SS31570,57,68,51,62
SS31571,92,69,59,54
SS31572,79,87,45,61
SS31573,90,68,87,82
SS31574,84,85,94,94
SS31575,68,79,68,87
SS31576,59,88,63,74
SS31577,73,80,89,75
SS31578,55,62,93,47
SS31579,72,76,67,73
SS31580,57,51,81,63
SS31581,52,92,61,69
SS31582,94,55,55,57
SS31583,55,87,83,78
SS31584,74,70,58,78
SS31585,63,53,45,68
SS31586,93,46,58,90
SS31587,93,79,48,69
SS31588,81,76,61,82
SS31589,50,56,61,84
SS31590,86,54,93,55
SS31591,57,80,74,65
SS31592,70,70,76,74
SS31593,78,90,75,59
SS31594,64,82,88,65
SS31595,59,45,49,54
SS31596,58,52,49,70
SS31597,46,46,79,92
SS31598,63,73,76,67
SS31599,88,61,67,72
SS31600,53,85,45,52
SS31601,81,79,47,77
SS31602,73,75,87,59
SS31603,75,93,48,82
SS31604,76,83,71,62
SS31605,93,93,68,90
SS31606,80,93,60,87
SS31607,46,54,90,80
SS31608,71,84,64,48
SS31609,82,50,90,67
SS31610,45,72,76,55
SS31611,49,72,45,76
SS31612,47,62,61,49
SS31613,93,57,84,90
SS31614,58,81,62,49
SS31615,70,45,67,83
SS31616,84,89,90,87
SS31617,78,63,61,81
SS31618,90,49,89,58
SS31619,89,83,72,52
SS31620,45,47,87,47
SS31621,89,50,75,61
SS31622,62,46,69,67
SS31623,51,83,54,71
SS31624,72,51,85,60
SS31625,84,54,51,73
SS31626,80,73,61,66
SS31627,58,69,63,62
SS31628,82,80,64,49
SS31629,50,94,60,79
SS31630,92,64,45,57
SS31631,89,69,87,68
SS31632,77,85,57,48
SS31633,50,82,79,78
SS31634,51,59,67,57
SS31635,69,83,56,77
SS31636,71,77,62,73
SS31637,45,62,90,87
SS31638,77,57,86,60
SS31639,63,53,45,56
SS31640,89,83,66,78
SS31641,84,88,57,63
SS31642,91,91,63,78
SS31643,59,71,83,64
SS31644,88,66,71,53
SS31645,94,50,84,92
SS31646,71,78,51,69
SS31647,79,79,80,91
SS31648,94,46,64,90
SS31649,65,87,50,94
SS31650,87,64,77,81
SS31651,66,75,62,88
SS31652,63,60,64,49
SS31653,66,83,59,71
SS31654,85,88,58,47
SS31655,50,93,87,54
SS31656,66,83,78,93
SS31657,76,61,85,47
SS31658,56,69,87,54
SS31659,46,55,70,89
SS31660,90,78,56,69
SS31661,80,62,51,84
SS31662,48,45,89,62
SS31663,45,65,82,80
SS31664,54,78,57,48
SS31665,64,67,67,65
SS31666,87,76,79,90
SS31667,52,58,69,64
SS31668,52,79,49,93
SS31669,66,82,77,56
SS31670,58,54,66,58
SS31671,77,61,60,79
SS31672,68,69,79,87
SS31673,52,51,72,77
SS31674,62,90,70,46
SS31675,80,65,57,55
SS31676,82,84,66,68
SS31677,59,56,94,87
SS31678,72,87,74,55
SS31679,92,55,54,65
SS31680,82,58,67,89
SS31681,64,91,50,46
SS31682,80,80,68,69
SS31683,65,72,90,83
SS31684,84,82,67,90
SS31685,51,93,64,74
SS31686,90,47,63,80
SS31687,79,85,94,83
SS31688,94,50,81,80
SS31689,76,54,48,93
SS31690,69,72,55,75
SS31691,88,49,58,48
SS31692,52,80,81,66
SS31693,73,48,60,49
SS31694,51,53,85,89
SS31695,49,68,76,76
SS31696,80,49,59,65
SS31697,64,57,90,94
SS31698,84,70,62,61
SS31699,69,63,45,85
SS31700,92,56,79,48
SS31701,86,64,56,77
SS31702,70,89,66,65
SS31703,57,49,58,62
SS31704,59,63,45,84
SS31705,63,90,59,58
SS31706,57,46,89,81
SS31707,47,46,91,47
SS31708,55,94,88,58
SS31709,71,52,84,83
SS31710,54,91,51,68
SS31711,86,82,55,73
SS31712,84,78,65,70
SS31713,54,71,48,68
SS31714,58,67,62,78
SS31715,59,46,93,81
SS31716,67,54,49,70
SS31717,50,45,61,51
SS31718,66,69,90,59
SS31719,73,90,93,66
SS31720,90,69,53,80
SS31721,85,57,92,72
SS31722,82,81,59,92
SS31723,66,91,46,64
SS31724,89,75,49,90
SS31725,90,54,69,81
SS31726,83,68,83,87
SS31727,46,73,71,83
SS31728,51,94,61,46
SS31729,69,75,73,64
SS31730,70,57,70,94
SS31731,85,58,83,69
SS31732,55,74,46,81
SS31733,75,92,77,56
SS31734,94,52,84,89
SS31735,65,89,89,74
SS31736,50,63,46,51
SS31737,76,48,90,86
SS31738,70,80,46,55
SS31739,50,67,52,54
SS31740,66,81,46,93
SS31741,60,52,60,50
SS31742,80,73,81,76
SS31743,55,57,49,71
SS31744,81,94,70,48
SS31745,57,67,61,58
SS31746,69,59,83,68
SS31747,66,66,54,92
SS31748,50,92,79,73
SS31749,52,52,75,46
SS31750,73,90,61,68
SS31751,65,71,93,65
SS31752,70,84,51,94
SS31753,68,66,67,86
SS31754,68,85,66,51
SS31755,76,80,91,74
SS31756,92,55,57,94
SS31757,86,92,83,66
SS31758,59,81,80,80
SS31759,48,59,64,71
SS31760,61,70,67,59
SS31761,83,62,88,92
SS31762,72,66,93,50
SS31763,69,58,56,62
SS31764,71,50,83,46
SS31765,48,61,48,71
SS31766,77,87,77,54
SS31767,88,48,79,61
SS31768,63,48,70,87
SS31769,72,51,61,80
SS31770,78,51,83,59
SS31771,83,73,65,75
SS31772,85,89,64,49
SS31773,81,80,70,87
SS31774,69,92,78,50
SS31775,81,85,73,48
SS31776,54,84,57,62
SS31777,54,93,88,64
SS31778,57,58,61,70
SS31779,87,48,84,71
SS31780,78,93,92,74
SS31781,78,76,70,58
SS31782,78,71,52,82
SS31783,73,71,89,65
SS31784,92,75,54,76
SS31785,45,53,46,50
SS31786,53,70,52,57
SS31787,87,63,53,89
SS31788,58,83,45,94
SS31789,48,49,51,49
SS31790,75,78,51,74
SS31791,52,63,80,65
SS31792,57,57,57,59
SS31793,73,62,54,59
SS31794,64,49,47,54
SS31795,75,50,57,67
SS31796,72,66,67,67
SS31797,79,72,77,73
SS31798,72,78,49,50
SS31799,93,80,87,71
SS31800,70,94,47,76
SS31801,52,73,73,66
SS31802,80,72,94,79
SS31803,58,80,81,52
SS31804,85,89,91,72
SS31805,52,88,82,57
SS31806,89,69,53,70
SS31807,60,51,76,90
SS31808,51,87,51,49
SS31809,69,73,75,85
SS31810,60,47,70,75
SS31811,91,76,80,72
SS31812,94,56,51,55
SS31813,56,74,52,59
SS31814,58,82,84,76
SS31815,65,61,83,67
SS31816,70,86,55,93
SS31817,54,89,70,61
SS31818,65,80,46,53
SS31819,63,68,72,70
SS31820,83,58,63,85
SS31821,90,77,93,70
SS31822,52,80,49,65
SS31823,75,56,64,53
SS31824,68,84,90,54
SS31825,53,68,59,56
SS31826,63,50,69,86
SS31827,91,58,51,54
SS31828,92,46,90,66
SS31829,70,45,85,60
SS31830,94,46,51,56
SS31831,88,93,75,58
SS31832,62,56,92,54
SS31833,54,61,80,61
SS31834,58,79,83,45
SS31835,85,84,65,65
SS31836,85,59,71,56
SS31837,58,46,68,80
SS31838,69,88,77,93
SS31839,94,64,62,46
SS31840,60,82,78,61
SS31841,55,47,86,76
SS31842,69,64,91,78
SS31843,77,77,85,56
SS31844,46,65,74,83
SS31845,50,70,85,67
SS31846,59,60,78,49
SS31847,73,62,57,87
SS31848,59,53,56,62
SS31849,65,68,47,90
SS31850,92,51,87,81
SS31851,46,69,62,72
SS31852,69,59,45,78
SS31853,62,80,45,72
SS31854,54,49,62,71
SS31855,57,93,85,69
SS31856,80,67,49,92
SS31857,83,83,91,61
SS31858,50,90,84,83
SS31859,54,81,49,71
SS31860,70,46,91,90
SS31861,45,89,71,52
SS31862,88,57,93,63
SS31863,50,65,94,77
SS31864,92,53,66,53
SS31865,79,70,48,66
SS31866,93,69,70,84
SS31867,61,66,94,67
SS31868,75,76,77,74
SS31869,71,46,53,46
SS31870,68,57,90,93
SS31871,48,52,57,68
SS31872,55,85,73,61
SS31873,56,83,92,77
SS31874,50,46,70,89
SS31875,88,59,61,67
SS31876,52,85,65,49
SS31877,53,80,62,77
SS31878,70,69,78,60
SS31879,75,73,67,66
SS31880,46,54,90,89
SS31881,68,57,70,81
SS31882,64,53,48,85
SS31883,49,52,65,91
SS31884,93,89,52,88
SS31885,72,75,62,61
SS31886,68,58,90,64
SS31887,64,69,56,80
SS31888,88,60,64,52
SS31889,78,87,82,59
SS31890,50,57,70,56
SS31891,73,93,91,77
SS31892,83,55,94,64
SS31893,94,89,47,86
SS31894,60,46,74,71
SS31895,60,88,80,61
SS31896,71,77,89,93
SS31897,81,65,80,71
SS31898,45,45,75,90
SS31899,71,73,66,50
SS31900,80,72,58,86
SS31901,71,62,76,85
SS31902,56,86,82,94
SS31903,61,82,82,55
SS31904,94,52,55,75
SS31905,67,57,75,93
SS31906,81,75,54,49
SS31907,45,72,83,66
SS31908,78,71,71,76
SS31909,46,57,51,70
SS31910,60,81,81,75
SS31911,45,64,93,47
SS31912,56,73,90,74
SS31913,69,93,46,65
SS31914,87,89,68,89
SS31915,71,94,65,78
SS31916,93,89,75,45
SS31917,74,63,85,84
SS31918,85,72,76,78
SS31919,67,93,64,94
SS31920,56,66,87,57
SS31921,84,72,63,87
SS31922,65,68,53,65
SS31923,65,94,85,83
SS31924,75,61,68,48
SS31925,91,53,84,73
SS31926,66,45,62,89
SS31927,58,62,61,50
SS31928,81,54,81,46
SS31929,65,77,45,80
SS31930,55,80,53,53
SS31931,54,50,71,60
SS31932,59,53,48,47
SS31933,91,76,63,49
SS31934,63,68,86,91
SS31935,80,85,88,62
SS31936,85,53,58,51
SS31937,68,92,83,45
SS31938,45,94,85,74
SS31939,86,65,86,80
SS31940,83,87,90,80
SS31941,64,93,90,67
SS31942,75,68,81,77
SS31943,55,79,53,64
SS31944,72,65,83,81
SS31945,91,61,82,89
SS31946,46,70,46,84
SS31947,61,61,70,71
SS31948,59,60,47,61
SS31949,58,56,72,72
SS31950,63,90,53,69
SS31951,74,64,62,70
SS31952,84,66,87,90
SS31953,65,90,84,88
SS31954,89,87,52,62
SS31955,53,90,70,60
SS31956,57,76,47,62
SS31957,66,73,70,65
SS31958,71,88,53,57
SS31959,52,55,78,83
SS31960,49,79,50,61
SS31961,57,85,80,90
SS31962,91,90,50,54
SS31963,81,46,81,83
SS31964,50,76,90,84
SS31965,73,68,63,59
SS31966,87,84,77,58
SS31967,48,94,57,75
SS31968,68,51,87,93
SS31969,67,57,61,78
SS31970,94,83,50,90
SS31971,75,69,79,61
SS31972,71,92,46,54
SS31973,79,84,59,57
SS31974,54,49,75,92
SS31975,93,55,84,89
SS31976,64,45,88,65
SS31977,52,67,94,47
SS31978,65,86,51,81
SS31979,59,60,49,77
SS31980,45,51,75,64
SS31981,65,77,88,89
SS31982,83,53,57,91
SS31983,78,72,77,51
SS31984,46,51,53,82
SS31985,47,60,94,79
SS31986,62,57,92,93
SS31987,82,74,83,51
SS31988,68,78,55,66
SS31989,92,45,79,83
SS31990,64,62,75,70
SS31991,48,81,71,55
SS31992,87,50,53,50
SS31993,75,47,46,83
SS31994,78,66,65,69
SS31995,93,72,93,86
SS31996,87,93,65,85
SS31997,75,68,49,64
SS31998,62,63,94,88
SS31999,60,45,63,89
SS32000,50,94,69,45
SS32001,51,87,88,85
SS32002,69,48,52,53
SS32003,66,88,70,64
SS32004,59,83,77,54
SS32005,91,62,48,81
SS32006,45,61,84,71
SS32007,53,53,76,46
SS32008,84,84,79,68
SS32009,46,82,71,89
SS32010,84,55,92,66
SS32011,84,63,94,78
SS32012,82,57,78,87
SS32013,58,63,64,49
SS32014,78,59,47,87
SS32015,66,56,75,52
SS32016,84,81,62,56
SS32017,83,90,86,76
SS32018,60,47,73,63
SS32019,89,72,89,54
SS32020,48,60,55,64
SS32021,90,59,55,65
SS32022,92,84,74,73
SS32023,85,80,72,88
SS32024,88,76,66,84
SS32025,71,51,51,90
SS32026,70,75,75,90
SS32027,58,76,92,81
SS32028,73,57,91,47
SS32029,58,64,74,62
SS32030,94,57,62,87
SS32031,79,94,48,64
SS32032,61,75,86,47
SS32033,56,60,73,92
SS32034,87,72,89,61
SS32035,88,48,58,80
SS32036,56,53,84,55
SS32037,90,85,51,85
SS32038,51,85,82,91
SS32039,72,45,82,86
SS32040,69,72,65,70
SS32041,83,53,50,78
SS32042,49,73,53,80
SS32043,51,81,75,45
SS32044,70,82,90,84
SS32045,54,87,60,93
SS32046,75,48,90,86
SS32047,46,70,93,63
SS32048,68,88,56,83
SS32049,75,60,54,89
SS32050,76,58,64,61
SS32051,93,55,81,65
SS32052,72,48,52,58
SS32053,83,92,56,68
SS32054,47,83,92,64
SS32055,89,73,67,60
SS32056,89,94,65,58
SS32057,82,77,87,51
SS32058,51,72,80,55
SS32059,77,85,72,92
SS32060,74,90,85,91
SS32061,71,83,50,82
SS32062,57,78,89,76
SS32063,64,91,56,77
SS32064,68,53,53,45
SS32065,46,82,73,56
SS32066,84,79,48,45
SS32067,87,69,80,84
SS32068,54,66,93,68
SS32069,69,90,69,80
SS32070,70,85,45,65
SS32071,91,74,77,76
SS32072,64,86,77,62
SS32073,55,62,61,69
SS32074,58,80,86,55
SS32075,87,66,82,62
SS32076,63,59,75,88
